course,sections,rooms,instructors,time,credits
ARTCR 75128,1,"North Bldg 11072,North Bldg 11003,North Bldg 11034A,North Bldg 11083,North Bldg 11005,North Bldg 1600","Wood Brian W,Burnes Aisha Khaiilah,Jaudon Valerie,Sanchez Juan,Carreiro Joel,Leist Reiner",Morning,4
ARTCR 75149,1,"North Bldg 11072,North Bldg 11003,North Bldg 11034A,North Bldg 11083,North Bldg 11005,North Bldg 1600","Wood Brian W,Burnes Aisha Khaiilah,Jaudon Valerie,Sanchez Juan,Carreiro Joel,Leist Reiner",Morning,4
ARTCR 75165,1,"North Bldg 11072,North Bldg 11003,North Bldg 11034A,North Bldg 11083,North Bldg 11005,North Bldg 1600","Wood Brian W,Burnes Aisha Khaiilah,Jaudon Valerie,Sanchez Juan,Carreiro Joel,Leist Reiner",Evening,3
ARTCR 75181,1,"North Bldg 11072,North Bldg 11003,North Bldg 11034A,North Bldg 11083,North Bldg 11005,North Bldg 1600","Wood Brian W,Burnes Aisha Khaiilah,Jaudon Valerie,Sanchez Juan,Carreiro Joel,Leist Reiner",Afternoon,4
ARTCR 75182,1,"North Bldg 11072,North Bldg 11003,North Bldg 11034A,North Bldg 11083,North Bldg 11005,North Bldg 1600","Wood Brian W,Burnes Aisha Khaiilah,Jaudon Valerie,Sanchez Juan,Carreiro Joel,Leist Reiner",Evening,4
ARTH 11100,8,"North Bldg 1503,North Bldg 1527,North Bldg 1502,West Bldg W615,West Bldg W714,North Bldg 1501,North Bldg 1602","Kent Lori Anne,Pelizzari Maria A.,Golan Romy,Zanardi Tara Joy Mona,Jaskey Jennifer Marie,Dey Hendrik William,Montgomery Harper L,Avcioglu Nebahat,Loh Maria Hsiuya,Jaudon Valerie,Braun Emily F.,De Duve Thierry,Pissarro Joachim",Morning,2
ARTH 11100,5,"North Bldg 1503,North Bldg 1527,North Bldg 1502,West Bldg W615,West Bldg W714,North Bldg 1501,North Bldg 1602","Kent Lori Anne,Pelizzari Maria A.,Golan Romy,Zanardi Tara Joy Mona,Jaskey Jennifer Marie,Dey Hendrik William,Montgomery Harper L,Avcioglu Nebahat,Loh Maria Hsiuya,Jaudon Valerie,Braun Emily F.,De Duve Thierry,Pissarro Joachim",Afternoon,2
ARTH 11100,5,"North Bldg 1503,North Bldg 1527,North Bldg 1502,West Bldg W615,West Bldg W714,North Bldg 1501,North Bldg 1602","Kent Lori Anne,Pelizzari Maria A.,Golan Romy,Zanardi Tara Joy Mona,Jaskey Jennifer Marie,Dey Hendrik William,Montgomery Harper L,Avcioglu Nebahat,Loh Maria Hsiuya,Jaudon Valerie,Braun Emily F.,De Duve Thierry,Pissarro Joachim",Evening,2
ARTH 21500,1,"North Bldg 1503,North Bldg 1527,North Bldg 1502,West Bldg W615,West Bldg W714,North Bldg 1501,North Bldg 1602","Kent Lori Anne,Pelizzari Maria A.,Golan Romy,Zanardi Tara Joy Mona,Jaskey Jennifer Marie,Dey Hendrik William,Montgomery Harper L,Avcioglu Nebahat,Loh Maria Hsiuya,Jaudon Valerie,Braun Emily F.,De Duve Thierry,Pissarro Joachim",Morning,3
ARTH 22500,1,"North Bldg 1503,North Bldg 1527,North Bldg 1502,West Bldg W615,West Bldg W714,North Bldg 1501,North Bldg 1602","Kent Lori Anne,Pelizzari Maria A.,Golan Romy,Zanardi Tara Joy Mona,Jaskey Jennifer Marie,Dey Hendrik William,Montgomery Harper L,Avcioglu Nebahat,Loh Maria Hsiuya,Jaudon Valerie,Braun Emily F.,De Duve Thierry,Pissarro Joachim",Evening,3
ARTH 24000,1,"North Bldg 1503,North Bldg 1527,North Bldg 1502,West Bldg W615,West Bldg W714,North Bldg 1501,North Bldg 1602","Kent Lori Anne,Pelizzari Maria A.,Golan Romy,Zanardi Tara Joy Mona,Jaskey Jennifer Marie,Dey Hendrik William,Montgomery Harper L,Avcioglu Nebahat,Loh Maria Hsiuya,Jaudon Valerie,Braun Emily F.,De Duve Thierry,Pissarro Joachim",Morning,3
ARTH 24500,1,"North Bldg 1503,North Bldg 1527,North Bldg 1502,West Bldg W615,West Bldg W714,North Bldg 1501,North Bldg 1602","Kent Lori Anne,Pelizzari Maria A.,Golan Romy,Zanardi Tara Joy Mona,Jaskey Jennifer Marie,Dey Hendrik William,Montgomery Harper L,Avcioglu Nebahat,Loh Maria Hsiuya,Jaudon Valerie,Braun Emily F.,De Duve Thierry,Pissarro Joachim",Morning,3
ARTH 24900,1,"North Bldg 1503,North Bldg 1527,North Bldg 1502,West Bldg W615,West Bldg W714,North Bldg 1501,North Bldg 1602","Kent Lori Anne,Pelizzari Maria A.,Golan Romy,Zanardi Tara Joy Mona,Jaskey Jennifer Marie,Dey Hendrik William,Montgomery Harper L,Avcioglu Nebahat,Loh Maria Hsiuya,Jaudon Valerie,Braun Emily F.,De Duve Thierry,Pissarro Joachim",Morning,3
ARTH 25100,1,"North Bldg 1503,North Bldg 1527,North Bldg 1502,West Bldg W615,West Bldg W714,North Bldg 1501,North Bldg 1602","Kent Lori Anne,Pelizzari Maria A.,Golan Romy,Zanardi Tara Joy Mona,Jaskey Jennifer Marie,Dey Hendrik William,Montgomery Harper L,Avcioglu Nebahat,Loh Maria Hsiuya,Jaudon Valerie,Braun Emily F.,De Duve Thierry,Pissarro Joachim",Evening,3
ARTH 25500,1,"North Bldg 1503,North Bldg 1527,North Bldg 1502,West Bldg W615,West Bldg W714,North Bldg 1501,North Bldg 1602","Kent Lori Anne,Pelizzari Maria A.,Golan Romy,Zanardi Tara Joy Mona,Jaskey Jennifer Marie,Dey Hendrik William,Montgomery Harper L,Avcioglu Nebahat,Loh Maria Hsiuya,Jaudon Valerie,Braun Emily F.,De Duve Thierry,Pissarro Joachim",Afternoon,3
ARTH 26000,1,"North Bldg 1503,North Bldg 1527,North Bldg 1502,West Bldg W615,West Bldg W714,North Bldg 1501,North Bldg 1602","Kent Lori Anne,Pelizzari Maria A.,Golan Romy,Zanardi Tara Joy Mona,Jaskey Jennifer Marie,Dey Hendrik William,Montgomery Harper L,Avcioglu Nebahat,Loh Maria Hsiuya,Jaudon Valerie,Braun Emily F.,De Duve Thierry,Pissarro Joachim",Evening,3
ARTH 30000,1,"North Bldg 1503,North Bldg 1527,North Bldg 1502,West Bldg W615,West Bldg W714,North Bldg 1501,North Bldg 1602","Kent Lori Anne,Pelizzari Maria A.,Golan Romy,Zanardi Tara Joy Mona,Jaskey Jennifer Marie,Dey Hendrik William,Montgomery Harper L,Avcioglu Nebahat,Loh Maria Hsiuya,Jaudon Valerie,Braun Emily F.,De Duve Thierry,Pissarro Joachim",Morning,3
ARTH 30000,1,"North Bldg 1503,North Bldg 1527,North Bldg 1502,West Bldg W615,West Bldg W714,North Bldg 1501,North Bldg 1602","Kent Lori Anne,Pelizzari Maria A.,Golan Romy,Zanardi Tara Joy Mona,Jaskey Jennifer Marie,Dey Hendrik William,Montgomery Harper L,Avcioglu Nebahat,Loh Maria Hsiuya,Jaudon Valerie,Braun Emily F.,De Duve Thierry,Pissarro Joachim",Afternoon,3
ARTH 35120,1,"North Bldg 1503,North Bldg 1527,North Bldg 1502,West Bldg W615,West Bldg W714,North Bldg 1501,North Bldg 1602","Kent Lori Anne,Pelizzari Maria A.,Golan Romy,Zanardi Tara Joy Mona,Jaskey Jennifer Marie,Dey Hendrik William,Montgomery Harper L,Avcioglu Nebahat,Loh Maria Hsiuya,Jaudon Valerie,Braun Emily F.,De Duve Thierry,Pissarro Joachim",Afternoon,3
ARTH 60200,1,"North Bldg 1503,North Bldg 1527,North Bldg 1502,West Bldg W615,West Bldg W714,North Bldg 1501,North Bldg 1602","Kent Lori Anne,Pelizzari Maria A.,Golan Romy,Zanardi Tara Joy Mona,Jaskey Jennifer Marie,Dey Hendrik William,Montgomery Harper L,Avcioglu Nebahat,Loh Maria Hsiuya,Jaudon Valerie,Braun Emily F.,De Duve Thierry,Pissarro Joachim",Morning,3
ARTH 60200,1,"North Bldg 1503,North Bldg 1527,North Bldg 1502,West Bldg W615,West Bldg W714,North Bldg 1501,North Bldg 1602","Kent Lori Anne,Pelizzari Maria A.,Golan Romy,Zanardi Tara Joy Mona,Jaskey Jennifer Marie,Dey Hendrik William,Montgomery Harper L,Avcioglu Nebahat,Loh Maria Hsiuya,Jaudon Valerie,Braun Emily F.,De Duve Thierry,Pissarro Joachim",Afternoon,3
ARTH 62100,1,"North Bldg 1503,North Bldg 1527,North Bldg 1502,West Bldg W615,West Bldg W714,North Bldg 1501,North Bldg 1602","Kent Lori Anne,Pelizzari Maria A.,Golan Romy,Zanardi Tara Joy Mona,Jaskey Jennifer Marie,Dey Hendrik William,Montgomery Harper L,Avcioglu Nebahat,Loh Maria Hsiuya,Jaudon Valerie,Braun Emily F.,De Duve Thierry,Pissarro Joachim",Afternoon,3
ARTH 63700,1,"North Bldg 1503,North Bldg 1527,North Bldg 1502,West Bldg W615,West Bldg W714,North Bldg 1501,North Bldg 1602","Kent Lori Anne,Pelizzari Maria A.,Golan Romy,Zanardi Tara Joy Mona,Jaskey Jennifer Marie,Dey Hendrik William,Montgomery Harper L,Avcioglu Nebahat,Loh Maria Hsiuya,Jaudon Valerie,Braun Emily F.,De Duve Thierry,Pissarro Joachim",Morning,3
ARTH 73400,3,"North Bldg 1503,North Bldg 1527,North Bldg 1502,West Bldg W615,West Bldg W714,North Bldg 1501,North Bldg 1602","Kent Lori Anne,Pelizzari Maria A.,Golan Romy,Zanardi Tara Joy Mona,Jaskey Jennifer Marie,Dey Hendrik William,Montgomery Harper L,Avcioglu Nebahat,Loh Maria Hsiuya,Jaudon Valerie,Braun Emily F.,De Duve Thierry,Pissarro Joachim",Morning,3
ARTH 73400,1,"North Bldg 1503,North Bldg 1527,North Bldg 1502,West Bldg W615,West Bldg W714,North Bldg 1501,North Bldg 1602","Kent Lori Anne,Pelizzari Maria A.,Golan Romy,Zanardi Tara Joy Mona,Jaskey Jennifer Marie,Dey Hendrik William,Montgomery Harper L,Avcioglu Nebahat,Loh Maria Hsiuya,Jaudon Valerie,Braun Emily F.,De Duve Thierry,Pissarro Joachim",Afternoon,3
ARTH 73500,1,"North Bldg 1503,North Bldg 1527,North Bldg 1502,West Bldg W615,West Bldg W714,North Bldg 1501,North Bldg 1602","Kent Lori Anne,Pelizzari Maria A.,Golan Romy,Zanardi Tara Joy Mona,Jaskey Jennifer Marie,Dey Hendrik William,Montgomery Harper L,Avcioglu Nebahat,Loh Maria Hsiuya,Jaudon Valerie,Braun Emily F.,De Duve Thierry,Pissarro Joachim",Morning,3
ARTH 73500,1,"North Bldg 1503,North Bldg 1527,North Bldg 1502,West Bldg W615,West Bldg W714,North Bldg 1501,North Bldg 1602","Kent Lori Anne,Pelizzari Maria A.,Golan Romy,Zanardi Tara Joy Mona,Jaskey Jennifer Marie,Dey Hendrik William,Montgomery Harper L,Avcioglu Nebahat,Loh Maria Hsiuya,Jaudon Valerie,Braun Emily F.,De Duve Thierry,Pissarro Joachim",Afternoon,3
ARTH 73500,1,"North Bldg 1503,North Bldg 1527,North Bldg 1502,West Bldg W615,West Bldg W714,North Bldg 1501,North Bldg 1602","Kent Lori Anne,Pelizzari Maria A.,Golan Romy,Zanardi Tara Joy Mona,Jaskey Jennifer Marie,Dey Hendrik William,Montgomery Harper L,Avcioglu Nebahat,Loh Maria Hsiuya,Jaudon Valerie,Braun Emily F.,De Duve Thierry,Pissarro Joachim",Evening,3
ARTH 73600,1,"North Bldg 1503,North Bldg 1527,North Bldg 1502,West Bldg W615,West Bldg W714,North Bldg 1501,North Bldg 1602","Kent Lori Anne,Pelizzari Maria A.,Golan Romy,Zanardi Tara Joy Mona,Jaskey Jennifer Marie,Dey Hendrik William,Montgomery Harper L,Avcioglu Nebahat,Loh Maria Hsiuya,Jaudon Valerie,Braun Emily F.,De Duve Thierry,Pissarro Joachim",Morning,3
ARTH 73600,1,"North Bldg 1503,North Bldg 1527,North Bldg 1502,West Bldg W615,West Bldg W714,North Bldg 1501,North Bldg 1602","Kent Lori Anne,Pelizzari Maria A.,Golan Romy,Zanardi Tara Joy Mona,Jaskey Jennifer Marie,Dey Hendrik William,Montgomery Harper L,Avcioglu Nebahat,Loh Maria Hsiuya,Jaudon Valerie,Braun Emily F.,De Duve Thierry,Pissarro Joachim",Afternoon,3
ARTH 73600,1,"North Bldg 1503,North Bldg 1527,North Bldg 1502,West Bldg W615,West Bldg W714,North Bldg 1501,North Bldg 1602","Kent Lori Anne,Pelizzari Maria A.,Golan Romy,Zanardi Tara Joy Mona,Jaskey Jennifer Marie,Dey Hendrik William,Montgomery Harper L,Avcioglu Nebahat,Loh Maria Hsiuya,Jaudon Valerie,Braun Emily F.,De Duve Thierry,Pissarro Joachim",Evening,3
ARTH 76105,1,"North Bldg 1503,North Bldg 1527,North Bldg 1502,West Bldg W615,West Bldg W714,North Bldg 1501,North Bldg 1602","Kent Lori Anne,Pelizzari Maria A.,Golan Romy,Zanardi Tara Joy Mona,Jaskey Jennifer Marie,Dey Hendrik William,Montgomery Harper L,Avcioglu Nebahat,Loh Maria Hsiuya,Jaudon Valerie,Braun Emily F.,De Duve Thierry,Pissarro Joachim",Evening,3
ARTH 76200,2,"North Bldg 1503,North Bldg 1527,North Bldg 1502,West Bldg W615,West Bldg W714,North Bldg 1501,North Bldg 1602","Kent Lori Anne,Pelizzari Maria A.,Golan Romy,Zanardi Tara Joy Mona,Jaskey Jennifer Marie,Dey Hendrik William,Montgomery Harper L,Avcioglu Nebahat,Loh Maria Hsiuya,Jaudon Valerie,Braun Emily F.,De Duve Thierry,Pissarro Joachim",Afternoon,3
ARTH 78008,1,"North Bldg 1503,North Bldg 1527,North Bldg 1502,West Bldg W615,West Bldg W714,North Bldg 1501,North Bldg 1602","Kent Lori Anne,Pelizzari Maria A.,Golan Romy,Zanardi Tara Joy Mona,Jaskey Jennifer Marie,Dey Hendrik William,Montgomery Harper L,Avcioglu Nebahat,Loh Maria Hsiuya,Jaudon Valerie,Braun Emily F.,De Duve Thierry,Pissarro Joachim",Afternoon,3
ARTH 7802W,1,"North Bldg 1503,North Bldg 1527,North Bldg 1502,West Bldg W615,West Bldg W714,North Bldg 1501,North Bldg 1602","Kent Lori Anne,Pelizzari Maria A.,Golan Romy,Zanardi Tara Joy Mona,Jaskey Jennifer Marie,Dey Hendrik William,Montgomery Harper L,Avcioglu Nebahat,Loh Maria Hsiuya,Jaudon Valerie,Braun Emily F.,De Duve Thierry,Pissarro Joachim",Morning,3
ARTH 7803F,1,"North Bldg 1503,North Bldg 1527,North Bldg 1502,West Bldg W615,West Bldg W714,North Bldg 1501,North Bldg 1602","Kent Lori Anne,Pelizzari Maria A.,Golan Romy,Zanardi Tara Joy Mona,Jaskey Jennifer Marie,Dey Hendrik William,Montgomery Harper L,Avcioglu Nebahat,Loh Maria Hsiuya,Jaudon Valerie,Braun Emily F.,De Duve Thierry,Pissarro Joachim",Morning,3
ARTH 7804P,1,"North Bldg 1503,North Bldg 1527,North Bldg 1502,West Bldg W615,West Bldg W714,North Bldg 1501,North Bldg 1602","Kent Lori Anne,Pelizzari Maria A.,Golan Romy,Zanardi Tara Joy Mona,Jaskey Jennifer Marie,Dey Hendrik William,Montgomery Harper L,Avcioglu Nebahat,Loh Maria Hsiuya,Jaudon Valerie,Braun Emily F.,De Duve Thierry,Pissarro Joachim",Morning,3
ARTH 7804S,1,"North Bldg 1503,North Bldg 1527,North Bldg 1502,West Bldg W615,West Bldg W714,North Bldg 1501,North Bldg 1602","Kent Lori Anne,Pelizzari Maria A.,Golan Romy,Zanardi Tara Joy Mona,Jaskey Jennifer Marie,Dey Hendrik William,Montgomery Harper L,Avcioglu Nebahat,Loh Maria Hsiuya,Jaudon Valerie,Braun Emily F.,De Duve Thierry,Pissarro Joachim",Morning,3
ARTH 78088,1,"North Bldg 1503,North Bldg 1527,North Bldg 1502,West Bldg W615,West Bldg W714,North Bldg 1501,North Bldg 1602","Kent Lori Anne,Pelizzari Maria A.,Golan Romy,Zanardi Tara Joy Mona,Jaskey Jennifer Marie,Dey Hendrik William,Montgomery Harper L,Avcioglu Nebahat,Loh Maria Hsiuya,Jaudon Valerie,Braun Emily F.,De Duve Thierry,Pissarro Joachim",Afternoon,3
ARTH 78099,1,"North Bldg 1503,North Bldg 1527,North Bldg 1502,West Bldg W615,West Bldg W714,North Bldg 1501,North Bldg 1602","Kent Lori Anne,Pelizzari Maria A.,Golan Romy,Zanardi Tara Joy Mona,Jaskey Jennifer Marie,Dey Hendrik William,Montgomery Harper L,Avcioglu Nebahat,Loh Maria Hsiuya,Jaudon Valerie,Braun Emily F.,De Duve Thierry,Pissarro Joachim",Evening,3
ARTH 80000,1,"North Bldg 1503,North Bldg 1527,North Bldg 1502,West Bldg W615,West Bldg W714,North Bldg 1501,North Bldg 1602","Kent Lori Anne,Pelizzari Maria A.,Golan Romy,Zanardi Tara Joy Mona,Jaskey Jennifer Marie,Dey Hendrik William,Montgomery Harper L,Avcioglu Nebahat,Loh Maria Hsiuya,Jaudon Valerie,Braun Emily F.,De Duve Thierry,Pissarro Joachim",Afternoon,3
ARTLA 20100,5,"North Bldg 1603,North Bldg 11072,North Bldg 1604,North Bldg 1600,North Bldg 11106",Beattie Andrew L,Morning,4
ARTLA 20100,5,"North Bldg 1603,North Bldg 11072,North Bldg 1604,North Bldg 1600,North Bldg 11106",Beattie Andrew L,Afternoon,4
ARTLA 20200,2,"North Bldg 1603,North Bldg 11072,North Bldg 1604,North Bldg 1600,North Bldg 11106",Beattie Andrew L,Morning,4
ARTLA 40600,1,"North Bldg 1603,North Bldg 11072,North Bldg 1604,North Bldg 1600,North Bldg 11106",Beattie Andrew L,Afternoon,3
ASIAN 33012,1,"West Bldg W409,North Bldg C102,North Bldg C100","Park Alison Roh,Magpantay Glenn",Evening,2
ASIAN 34001,1,"West Bldg W409,North Bldg C102,North Bldg C100","Park Alison Roh,Magpantay Glenn",Afternoon,2
ASIAN 39002,1,"West Bldg W409,North Bldg C102,North Bldg C100","Park Alison Roh,Magpantay Glenn",Morning,2
ASTRO 10000,1,"North Bldg C115,North Bldg 118,West Bldg W511","Cruz Kelle Lin,Cohen Leon,Kiman Rocio Ayelen,Suarez Jose Gabriel,Paskoff Christopher A",Morning,2
ASTRO 10000,1,"North Bldg C115,North Bldg 118,West Bldg W511","Cruz Kelle Lin,Cohen Leon,Kiman Rocio Ayelen,Suarez Jose Gabriel,Paskoff Christopher A",Afternoon,2
ASTRO 10200,2,"North Bldg C115,North Bldg 118,West Bldg W511","Cruz Kelle Lin,Cohen Leon,Kiman Rocio Ayelen,Suarez Jose Gabriel,Paskoff Christopher A",Morning,3
ASTRO 10200,2,"North Bldg C115,North Bldg 118,West Bldg W511","Cruz Kelle Lin,Cohen Leon,Kiman Rocio Ayelen,Suarez Jose Gabriel,Paskoff Christopher A",Afternoon,3
ASTRO 10200,1,"North Bldg C115,North Bldg 118,West Bldg W511","Cruz Kelle Lin,Cohen Leon,Kiman Rocio Ayelen,Suarez Jose Gabriel,Paskoff Christopher A",Evening,3
BIOL 21000,1,"North Bldg 938,North Bldg 926C","Eisenstadt Eric,Raps Shirley",Evening,6
BIOL 79201,1,"North Bldg 938,North Bldg 926C","Eisenstadt Eric,Raps Shirley",Evening,1
CHIN 10100,2,"West Bldg W1337,ThomHunter 502,West Bldg W509A,North Bldg C100,West Bldg W207","Hao Bo,Chen Hongrong,Hu Qiulei,Cartelli Mary Anne,Dai Fang",Afternoon,2
CHIN 30300,2,"West Bldg W1337,ThomHunter 502,West Bldg W509A,North Bldg C100,West Bldg W207","Hao Bo,Chen Hongrong,Hu Qiulei,Cartelli Mary Anne,Dai Fang",Afternoon,2
CHIN 35700,1,"West Bldg W1337,ThomHunter 502,West Bldg W509A,North Bldg C100,West Bldg W207","Hao Bo,Chen Hongrong,Hu Qiulei,Cartelli Mary Anne,Dai Fang",Afternoon,2
CHIN 40153,1,"West Bldg W1337,ThomHunter 502,West Bldg W509A,North Bldg C100,West Bldg W207","Hao Bo,Chen Hongrong,Hu Qiulei,Cartelli Mary Anne,Dai Fang",Evening,2
CHIN 70100,1,"West Bldg W1337,ThomHunter 502,West Bldg W509A,North Bldg C100,West Bldg W207","Hao Bo,Chen Hongrong,Hu Qiulei,Cartelli Mary Anne,Dai Fang",Afternoon,3
CHIN 70300,1,"West Bldg W1337,ThomHunter 502,West Bldg W509A,North Bldg C100,West Bldg W207","Hao Bo,Chen Hongrong,Hu Qiulei,Cartelli Mary Anne,Dai Fang",Evening,3
CLA 10100,1,"West Bldg W224,West Bldg W605","Kouklanakis Andrea,Salemi Joseph S,Jansson Victoria Elizabeth",Morning,2
CLA 11000,1,"West Bldg W224,West Bldg W605","Kouklanakis Andrea,Salemi Joseph S,Jansson Victoria Elizabeth",Afternoon,2
CLA 25300,1,"West Bldg W224,West Bldg W605","Kouklanakis Andrea,Salemi Joseph S,Jansson Victoria Elizabeth",Evening,2
CLARC 22200,1,West Bldg W1441,Spurza Joanne M,Morning,2
CLARC 23003,1,West Bldg W1441,Spurza Joanne M,Morning,3
CLARC 23006,1,West Bldg W1441,Spurza Joanne M,Evening,3
COMPL 32056,1,"West Bldg W707B,West Bldg W412","Calabritto Monica,Brown Deeadra Ann",Morning,2
COMPL 38085,1,"West Bldg W707B,West Bldg W412","Calabritto Monica,Brown Deeadra Ann",Morning,2
COMSC 70000,2,"Brook W 903,Brook E E103,Brook W 902,Brook N N133,Brook E E102","Macroy-Higgins Michelle Lee,Eng Nancy,Schroeder Antonia,Malcolm Taryn Rita,Hyun Jungmoon,Silverman Carol Ann,Welner Rachel Lauren",Morning,2
COMSC 70500,2,"Brook W 903,Brook E E103,Brook W 902,Brook N N133,Brook E E102","Macroy-Higgins Michelle Lee,Eng Nancy,Schroeder Antonia,Malcolm Taryn Rita,Hyun Jungmoon,Silverman Carol Ann,Welner Rachel Lauren",Morning,2
COMSC 70600,1,"Brook W 903,Brook E E103,Brook W 902,Brook N N133,Brook E E102","Macroy-Higgins Michelle Lee,Eng Nancy,Schroeder Antonia,Malcolm Taryn Rita,Hyun Jungmoon,Silverman Carol Ann,Welner Rachel Lauren",Morning,2
COMSC 70600,1,"Brook W 903,Brook E E103,Brook W 902,Brook N N133,Brook E E102","Macroy-Higgins Michelle Lee,Eng Nancy,Schroeder Antonia,Malcolm Taryn Rita,Hyun Jungmoon,Silverman Carol Ann,Welner Rachel Lauren",Afternoon,2
COMSC 70600,2,"Brook W 903,Brook E E103,Brook W 902,Brook N N133,Brook E E102","Macroy-Higgins Michelle Lee,Eng Nancy,Schroeder Antonia,Malcolm Taryn Rita,Hyun Jungmoon,Silverman Carol Ann,Welner Rachel Lauren",Evening,2
COMSC 71100,1,"Brook W 903,Brook E E103,Brook W 902,Brook N N133,Brook E E102","Macroy-Higgins Michelle Lee,Eng Nancy,Schroeder Antonia,Malcolm Taryn Rita,Hyun Jungmoon,Silverman Carol Ann,Welner Rachel Lauren",Morning,2
COMSC 71100,1,"Brook W 903,Brook E E103,Brook W 902,Brook N N133,Brook E E102","Macroy-Higgins Michelle Lee,Eng Nancy,Schroeder Antonia,Malcolm Taryn Rita,Hyun Jungmoon,Silverman Carol Ann,Welner Rachel Lauren",Evening,2
COMSC 71200,2,"Brook W 903,Brook E E103,Brook W 902,Brook N N133,Brook E E102","Macroy-Higgins Michelle Lee,Eng Nancy,Schroeder Antonia,Malcolm Taryn Rita,Hyun Jungmoon,Silverman Carol Ann,Welner Rachel Lauren",Afternoon,2
COMSC 71500,1,"Brook W 903,Brook E E103,Brook W 902,Brook N N133,Brook E E102","Macroy-Higgins Michelle Lee,Eng Nancy,Schroeder Antonia,Malcolm Taryn Rita,Hyun Jungmoon,Silverman Carol Ann,Welner Rachel Lauren",Afternoon,2
COMSC 72000,1,"Brook W 903,Brook E E103,Brook W 902,Brook N N133,Brook E E102","Macroy-Higgins Michelle Lee,Eng Nancy,Schroeder Antonia,Malcolm Taryn Rita,Hyun Jungmoon,Silverman Carol Ann,Welner Rachel Lauren",Morning,2
COMSC 72000,1,"Brook W 903,Brook E E103,Brook W 902,Brook N N133,Brook E E102","Macroy-Higgins Michelle Lee,Eng Nancy,Schroeder Antonia,Malcolm Taryn Rita,Hyun Jungmoon,Silverman Carol Ann,Welner Rachel Lauren",Afternoon,2
COMSC 72400,1,"Brook W 903,Brook E E103,Brook W 902,Brook N N133,Brook E E102","Macroy-Higgins Michelle Lee,Eng Nancy,Schroeder Antonia,Malcolm Taryn Rita,Hyun Jungmoon,Silverman Carol Ann,Welner Rachel Lauren",Morning,2
CSCI 12100,1,"North Bldg 1001E,West Bldg W116,North Bldg 1001C,North Bldg 1001A,ThomHunter 408,North Bldg 118,North Bldg 510,ThomHunter 505,ThomHunter 502,North Bldg C002,North Bldg 1516,North Bldg C108,West Bldg W412,North Bldg 1001B,North Bldg C109,ThomHunter 414,North Bldg C107","Shen Xiaoke,Dey Soumik,Xie Lei,Foster Brandon,Pajela Gilbert,Weiss Stewart,Makki Mahdi S,Shankar Subash,Maryash Gennadiy,Lam Alvin,Liu Bonan,Mneimneh Saadeddine,Navarrette Jordi A.,Schweitzer Eric,Avshalumov Ariel,Nguyen Minh H.,Shostak Pavel,Zhang Xiaojie,Zamansky Michael,Oyekoya Oyewole Kayode,El Sayed Ali,Debroy Saptarshi,Mock Wendy,Nikolaev Alexey,Rothstein Jennifer Corey,Wine Stanley J,Kannan Raman,Zamfirescu Christina M,Raja Anita,Khatchadourian Raffi Takvor,Howitt Katherine Gandolfo,Dang Trami K,Vazquez-Abad Felisa Josefina,Grezes Felix,Korpan Raj Mohan,Tojeira Justin,Canizales Jaime",Morning,2
